4PP,Woonplaats,Alternatieve schrijfwijzen,Gemeente,Provincie,Netnummer,Latitude,Longitude,Soort
2865,Ammerstol,,Bergambacht,Zuid-Holland,0182,51.93333300,4.81666700,Adres
2870,Schoonhoven,,Schoonhoven,Zuid-Holland,0182,51.95000000,4.85000000,Postbus
2871,Schoonhoven,,Schoonhoven,Zuid-Holland,0182,51.95000000,4.85000000,Adres
2900,Capelle aan den IJssel,CAPELLE AD YSSEL;Capelle a/d Ijssel,Capelle aan den IJssel,Zuid-Holland,010,51.93000000,4.58000000,Postbus
2901,Capelle aan den IJssel,CAPELLE AD YSSEL;Capelle a/d Ijssel,Capelle aan den IJssel,Zuid-Holland,010,51.93000000,4.58000000,Adres
2902,Capelle aan den IJssel,CAPELLE AD YSSEL;Capelle a/d Ijssel,Capelle aan den IJssel,Zuid-Holland,010,51.93000000,4.58000000,Adres
2903,Capelle aan den IJssel,CAPELLE AD YSSEL;Capelle a/d Ijssel,Capelle aan den IJssel,Zuid-Holland,010,51.93000000,4.58000000,Adres
2904,Capelle aan den IJssel,CAPELLE AD YSSEL;Capelle a/d Ijssel,Capelle aan den IJssel,Zuid-Holland,010,51.93000000,4.58000000,Adres
2905,Capelle aan den IJssel,CAPELLE AD YSSEL;Capelle a/d Ijssel,Capelle aan den IJssel,Zuid-Holland,010,51.93000000,4.58000000,Adres
2906,Capelle aan den IJssel,CAPELLE AD YSSEL;Capelle a/d Ijssel,Capelle aan den IJssel,Zuid-Holland,010,51.93000000,4.58000000,Adres
2907,Capelle aan den IJssel,CAPELLE AD YSSEL;Capelle a/d Ijssel,Capelle aan den IJssel,Zuid-Holland,010,51.93000000,4.58000000,Adres
2908,Capelle aan den IJssel,CAPELLE AD YSSEL;Capelle a/d Ijssel,Capelle aan den IJssel,Zuid-Holland,010,51.93000000,4.58000000,Adres
2909,Capelle aan den IJssel,CAPELLE AD YSSEL;Capelle a/d Ijssel,Capelle aan den IJssel,Zuid-Holland,010,51.93000000,4.58000000,Adres
2910,Nieuwerkerk aan den IJssel,NIEUWERKERK YSSEL,Zuidplas,Zuid-Holland,0180,51.96666700,4.61666700,Postbus
2911,Nieuwerkerk aan den IJssel,NIEUWERKERK YSSEL,Zuidplas,Zuid-Holland,0180,51.96666700,4.61666700,Adres
2912,Nieuwerkerk aan den IJssel,NIEUWERKERK YSSEL,Zuidplas,Zuid-Holland,0180,51.96666700,4.61666700,Adres
2913,Nieuwerkerk aan den IJssel,NIEUWERKERK YSSEL,Zuidplas,Zuid-Holland,0180,51.96666700,4.61666700,Adres
2914,Nieuwerkerk aan den IJssel,NIEUWERKERK YSSEL,Zuidplas,Zuid-Holland,0180,51.96666700,4.61666700,Adres
2920,Krimpen aan den IJssel,KRIMPEN AD YSSEL;Krimpen a/d IJssel,Krimpen aan den IJssel,Zuid-Holland,0180,51.91666700,4.60000000,Postbus
2921,Krimpen aan den IJssel,KRIMPEN AD YSSEL;Krimpen a/d IJssel,Krimpen aan den IJssel,Zuid-Holland,0180,51.91666700,4.60000000,Adres
2922,Krimpen aan den IJssel,KRIMPEN AD YSSEL;Krimpen a/d IJssel,Krimpen aan den IJssel,Zuid-Holland,0180,51.91666700,4.60000000,Adres
2923,Krimpen aan den IJssel,KRIMPEN AD YSSEL;Krimpen a/d IJssel,Krimpen aan den IJssel,Zuid-Holland,0180,51.91666700,4.60000000,Adres
2924,Krimpen aan den IJssel,KRIMPEN AD YSSEL;Krimpen a/d IJssel,Krimpen aan den IJssel,Zuid-Holland,0180,51.91666700,4.60000000,Adres
2925,Krimpen aan den IJssel,KRIMPEN AD YSSEL;Krimpen a/d IJssel,Krimpen aan den IJssel,Zuid-Holland,0180,51.91666700,4.60000000,Adres
2926,Krimpen aan den IJssel,KRIMPEN AD YSSEL;Krimpen a/d IJssel,Krimpen aan den IJssel,Zuid-Holland,0180,51.91666700,4.60000000,Adres
2930,Krimpen aan de Lek,,Nederlek,Zuid-Holland,0180,51.90000000,4.63333300,Postbus
2931,Krimpen aan de Lek,,Nederlek,Zuid-Holland,0180,51.90000000,4.63333300,Adres
2935,Ouderkerk aan den IJssel,OUDERKERK AD YSSEL,Ouderkerk,Zuid-Holland,0180,51.93333300,4.63333300,Adres + Postbus
2940,Lekkerkerk,,Nederlek,Zuid-Holland,0180,51.90000000,4.68333300,Postbus
2941,Lekkerkerk,,Nederlek,Zuid-Holland,0180,51.90000000,4.68333300,Adres
2950,Alblasserdam,,Alblasserdam,Zuid-Holland,078,51.86666700,4.66666700,Postbus
2951,Alblasserdam,,Alblasserdam,Zuid-Holland,078,51.86666700,4.66666700,Adres
2952,Alblasserdam,,Alblasserdam,Zuid-Holland,078,51.86666700,4.66666700,Adres
2953,Alblasserdam,,Alblasserdam,Zuid-Holland,078,51.86666700,4.66666700,Adres
2954,Alblasserdam,,Alblasserdam,Zuid-Holland,078,51.86666700,4.66666700,Adres
2957,Nieuw-Lekkerland,NIEUW LEKKERLAND,Nieuw-Lekkerland,Zuid-Holland,0184,51.88333300,4.66666700,Adres + Postbus
2959,Streefkerk,,Liesveld,Zuid-Holland,0184,51.90000000,4.75000000,Adres
2960,Kinderdijk,,Nieuw-Lekkerland,Zuid-Holland,078,51.88872000,4.63490000,Postbus
2961,Kinderdijk,,Nieuw-Lekkerland,Zuid-Holland,078,51.88872000,4.63490000,Adres
2964,Groot-Ammers,GROOT AMMERS,Liesveld,Zuid-Holland,0184,51.91666700,4.81666700,Adres + Postbus
2965,Nieuwpoort,,Liesveld,Zuid-Holland,0184,51.93333300,4.86666700,Adres
2967,Langerak,,Liesveld,Zuid-Holland,0184,51.93333300,4.90000000,Adres
2968,Waal,,Liesveld,Zuid-Holland,0184,51.83333300,4.55000000,Adres
2969,Oud-Alblas,OUD ALBLAS,Graafstroom,Zuid-Holland,0184,51.85000000,4.70000000,Adres
2970,Bleskensgraaf,BLESKENSGRAAF CA,Graafstroom,Zuid-Holland,0184,51.86666700,4.78333300,Postbus
2971,Bleskensgraaf,BLESKENSGRAAF CA,Graafstroom,Zuid-Holland,0184,51.86666700,4.78333300,Adres
2973,Molenaarsgraaf,,Graafstroom,Zuid-Holland,0184,51.88333300,4.83333300,Adres
2974,Brandwijk,BRANDWYK,Graafstroom,Zuid-Holland,0184,51.88333300,4.81666700,Adres
2975,Ottoland,,Graafstroom,Zuid-Holland,0184,51.90000000,4.88333300,Adres
2977,Goudriaan,,Graafstroom,Zuid-Holland,0183,51.90000000,4.90000000,Adres + Postbus
2980,Ridderkerk,,Ridderkerk,Zuid-Holland,0180,51.86666700,4.60000000,Postbus
2981,Ridderkerk,,Ridderkerk,Zuid-Holland,0180,51.86666700,4.60000000,Adres
2982,Ridderkerk,,Ridderkerk,Zuid-Holland,0180,51.86666700,4.60000000,Adres
2983,Ridderkerk,,Ridderkerk,Zuid-Holland,0180,51.86666700,4.60000000,Adres
2984,Ridderkerk,,Ridderkerk,Zuid-Holland,0180,51.86666700,4.60000000,Adres
2985,Ridderkerk,,Ridderkerk,Zuid-Holland,0180,51.86666700,4.60000000,Adres
2986,Ridderkerk,,Ridderkerk,Zuid-Holland,0180,51.86666700,4.60000000,Adres
2987,Ridderkerk,,Ridderkerk,Zuid-Holland,0180,51.86666700,4.60000000,Adres
2988,Ridderkerk,,Ridderkerk,Zuid-Holland,0180,51.86666700,4.60000000,Adres
2989,Ridderkerk,,Ridderkerk,Zuid-Holland,0180,51.86666700,4.60000000,Adres
2990,Barendrecht,,Barendrecht,Zuid-Holland,0180,51.85000000,4.55000000,Postbus
2991,Barendrecht,,Barendrecht,Zuid-Holland,0180,51.85278000,4.54657000,Adres
2992,Barendrecht,,Barendrecht,Zuid-Holland,0180,51.85000000,4.55000000,Adres
2993,Barendrecht,,Barendrecht,Zuid-Holland,0180,51.85000000,4.55000000,Adres
2994,Barendrecht,,Barendrecht,Zuid-Holland,0180,51.85000000,4.55000000,Adres
2995,Heerjansdam,,Zwijndrecht,Zuid-Holland,078,51.83333300,4.56666700,Adres + Postbus
3000,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Postbus
3001,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Postbus
3002,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Postbus
3003,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Postbus
3004,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Postbus
3005,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Postbus
3006,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Postbus
3007,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Postbus
3008,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Postbus
3009,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Postbus
3011,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Adres
3012,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Adres
3013,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Adres
3014,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Adres
3015,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Adres
3016,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Adres
3021,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Adres
3022,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Adres
3023,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Adres
3024,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Adres
3025,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Adres
3026,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Adres
3027,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Adres
3028,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Adres
3029,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Adres
3031,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Adres
3032,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Adres
3033,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Adres
3034,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Adres
3035,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Adres
3036,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Adres
3037,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Adres
3038,Rotterdam,,Rotterdam,Zuid-Holland,010,51.93491000,4.46531000,Adres
3039,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Adres
3041,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Adres
3042,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Adres
3043,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Adres
3044,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Adres
3045,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Adres
3046,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Adres
3047,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Adres
3051,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Adres
3052,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Adres
3053,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Adres
3054,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Adres
3055,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Adres
3056,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Adres
3059,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Adres
3061,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Adres
3062,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Adres
3063,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Adres
3064,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Adres
3065,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Adres
3066,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Adres
3067,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Adres
3068,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Adres
3069,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Adres
3071,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Adres
3072,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Adres
3073,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Adres
3074,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Adres
3075,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Adres
3076,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Adres
3077,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Adres
3078,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Adres
3079,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Adres
3081,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Adres
3082,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Adres
3083,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Adres
3084,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Adres
3085,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Adres
3086,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Adres
3087,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Adres
3088,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Adres
3089,Rotterdam,,Rotterdam,Zuid-Holland,010,51.92166700,4.48111100,Adres
3100,Schiedam,,Schiedam,Zuid-Holland,010,51.91166700,4.39944400,Postbus
3101,Schiedam,,Schiedam,Zuid-Holland,010,51.91166700,4.39944400,Postbus
3102,Schiedam,,Schiedam,Zuid-Holland,010,51.91166700,4.39944400,Postbus
3109,Schiedam,,Schiedam,Zuid-Holland,010,51.91166700,4.39944400,Postbus
3111,Schiedam,,Schiedam,Zuid-Holland,010,51.91166700,4.39944400,Adres
3112,Schiedam,,Schiedam,Zuid-Holland,010,51.91166700,4.39944400,Adres
3113,Schiedam,,Schiedam,Zuid-Holland,010,51.91166700,4.39944400,Adres
3114,Schiedam,,Schiedam,Zuid-Holland,010,51.91166700,4.39944400,Adres
3115,Schiedam,,Schiedam,Zuid-Holland,010,51.91166700,4.39944400,Adres
3116,Schiedam,,Schiedam,Zuid-Holland,010,51.91166700,4.39944400,Adres
3117,Schiedam,,Schiedam,Zuid-Holland,010,51.91166700,4.39944400,Adres
3118,Schiedam,,Schiedam,Zuid-Holland,010,51.91166700,4.39944400,Adres
3119,Schiedam,,Schiedam,Zuid-Holland,010,51.91166700,4.39944400,Adres
3121,Schiedam,,Schiedam,Zuid-Holland,010,51.91166700,4.39944400,Adres
3122,Schiedam,,Schiedam,Zuid-Holland,010,51.91166700,4.39944400,Adres
3123,Schiedam,,Schiedam,Zuid-Holland,010,51.91166700,4.39944400,Adres
3124,Schiedam,,Schiedam,Zuid-Holland,010,51.91166700,4.39944400,Adres
3125,Schiedam,,Schiedam,Zuid-Holland,010,51.91166700,4.39944400,Adres
3130,Vlaardingen,,Vlaardingen,Zuid-Holland,010,51.90000000,4.33333300,Postbus
3131,Vlaardingen,,Vlaardingen,Zuid-Holland,010,51.90000000,4.33333300,Adres
3132,Vlaardingen,,Vlaardingen,Zuid-Holland,010,51.90000000,4.33333300,Adres
3133,Vlaardingen,,Vlaardingen,Zuid-Holland,010,51.90000000,4.33333300,Adres
3134,Vlaardingen,,Vlaardingen,Zuid-Holland,010,51.90000000,4.33333300,Adres
3135,Vlaardingen,,Vlaardingen,Zuid-Holland,010,51.90000000,4.33333300,Adres
3136,Vlaardingen,,Vlaardingen,Zuid-Holland,010,51.90000000,4.33333300,Adres
3137,Vlaardingen,,Vlaardingen,Zuid-Holland,010,51.90000000,4.33333300,Adres
3138,Vlaardingen,,Vlaardingen,Zuid-Holland,010,51.90000000,4.33333300,Adres
3140,Maassluis,,Maassluis,Zuid-Holland,010,51.91666700,4.26666700,Postbus
3141,Maassluis,,Maassluis,Zuid-Holland,010,51.91666700,4.26666700,Adres
3142,Maassluis,,Maassluis,Zuid-Holland,010,51.91666700,4.26666700,Adres
3143,Maassluis,,Maassluis,Zuid-Holland,010,51.91666700,4.26666700,Adres
3144,Maassluis,,Maassluis,Zuid-Holland,010,51.91666700,4.26666700,Adres
3145,Maassluis,,Maassluis,Zuid-Holland,010,51.91666700,4.26666700,Adres
3146,Maassluis,,Maassluis,Zuid-Holland,010,51.91666700,4.26666700,Adres
3147,Maassluis,,Maassluis,Zuid-Holland,010,51.91666700,4.26666700,Adres
3150,Hoek van Holland,,Rotterdam,Zuid-Holland,0174,51.96666700,4.05000000,Postbus
3151,Hoek van Holland,,Rotterdam,Zuid-Holland,0174,51.96666700,4.05000000,Adres + Postbus
3155,Maasland,,Midden-Delfland,Zuid-Holland,010,51.93333300,4.26666700,Adres + Postbus
3160,Rhoon,,Albrandswaard,Zuid-Holland,010,51.86666700,4.43333300,Postbus
3161,Rhoon,,Albrandswaard,Zuid-Holland,010,51.86666700,4.43333300,Adres
3162,Rhoon,,Albrandswaard,Zuid-Holland,010,51.86666700,4.43333300,Adres
3165,Rhoon,,Albrandswaard,Zuid-Holland,010,51.86666700,4.43333300,Adres
3170,Poortugaal,,Albrandswaard,Zuid-Holland,010,51.86666700,4.40000000,Postbus
3171,Poortugaal,,Albrandswaard,Zuid-Holland,010,51.86666700,4.40000000,Adres
3172,Poortugaal,,Albrandswaard,Zuid-Holland,010,51.86666700,4.40000000,Adres
3176,Poortugaal,,Albrandswaard,Zuid-Holland,010,51.86666700,4.40000000,Adres
3180,Rozenburg,,Rozenburg,Zuid-Holland,0181,52.28170000,4.73750000,Postbus
3181,Rozenburg,,Rozenburg,Zuid-Holland,0181,52.28170000,4.73750000,Adres
3190,Hoogvliet,Hoogvliet Rotterdam,Rotterdam,Zuid-Holland,010,51.86666700,4.35000000,Postbus
3191,Hoogvliet,Hoogvliet Rotterdam,Rotterdam,Zuid-Holland,010,51.51497800,4.21300000,Adres
3192,Hoogvliet,Hoogvliet Rotterdam,Rotterdam,Zuid-Holland,010,51.86666700,4.35000000,Adres
3193,Hoogvliet,Hoogvliet Rotterdam,Rotterdam,Zuid-Holland,010,51.86666700,4.35000000,Adres
3194,Hoogvliet,Hoogvliet Rotterdam,Rotterdam,Zuid-Holland,010,51.86666700,4.35000000,Adres
3195,Pernis,Rotterdam Pernis,Rotterdam,Zuid-Holland,010,51.88333300,4.38333300,Adres + Postbus
3196,Vondelingenplaat,Vondelingenplaat Rotterdam;Vondelingenplaat Rt,Rotterdam,Zuid-Holland,010,51.88333300,4.33333300,Adres
3197,Botlek,Botlek Rotterdam,Rotterdam,Zuid-Holland,010,51.88333300,4.28333300,Adres
3198,Europoort,Europoort Rotterdam,Rotterdam,Zuid-Holland,0181,51.94333300,4.14250000,Adres
3199,Maasvlakte,Maasvlakte Rotterdam,Rotterdam,Zuid-Holland,0181,51.95250000,4.04638889,Adres
3200,Spijkenisse,SPYKENISSE,Spijkenisse,Zuid-Holland,0181,51.85000000,4.33333300,Postbus
3201,Spijkenisse,SPYKENISSE,Spijkenisse,Zuid-Holland,0181,51.85000000,4.33333300,Adres
3202,Spijkenisse,SPYKENISSE,Spijkenisse,Zuid-Holland,0181,51.85000000,4.33333300,Adres
3203,Spijkenisse,SPYKENISSE,Spijkenisse,Zuid-Holland,0181,51.85000000,4.33333300,Adres
3204,Spijkenisse,SPYKENISSE,Spijkenisse,Zuid-Holland,0181,51.85000000,4.33333300,Adres
3205,Spijkenisse,SPYKENISSE,Spijkenisse,Zuid-Holland,0181,51.85000000,4.33333300,Adres
3206,Spijkenisse,SPYKENISSE,Spijkenisse,Zuid-Holland,0181,51.85000000,4.33333300,Adres
3207,Spijkenisse,SPYKENISSE,Spijkenisse,Zuid-Holland,0181,51.85000000,4.33333300,Adres
3208,Spijkenisse,SPYKENISSE,Spijkenisse,Zuid-Holland,0181,51.85000000,4.33333300,Adres
3209,Hekelingen,,Spijkenisse,Zuid-Holland,0181,51.83333300,4.35000000,Adres
3211,Geervliet,,Bernisse,Zuid-Holland,0181,51.86666700,4.26666700,Adres
3212,Simonshaven,,Bernisse,Zuid-Holland,0181,51.83333300,4.31666700,Adres
3214,Zuidland,,Bernisse,Zuid-Holland,0181,51.82156000,4.25874000,Adres + Postbus
3216,Abbenbroek,,Bernisse,Zuid-Holland,0181,51.85000000,4.25000000,Adres
3218,Heenvliet,,Bernisse,Zuid-Holland,0181,51.86666700,4.25000000,Adres
3220,Hellevoetsluis,,Hellevoetsluis,Zuid-Holland,0181,51.83333300,4.13333300,Postbus
3221,Hellevoetsluis,,Hellevoetsluis,Zuid-Holland,0181,51.83333300,4.13333300,Adres
3222,Hellevoetsluis,,Hellevoetsluis,Zuid-Holland,0181,51.83333300,4.13333300,Adres
3223,Hellevoetsluis,,Hellevoetsluis,Zuid-Holland,0181,51.83333300,4.13333300,Adres
3224,Hellevoetsluis,,Hellevoetsluis,Zuid-Holland,0181,51.83333300,4.13333300,Adres
3225,Hellevoetsluis,,Hellevoetsluis,Zuid-Holland,0181,51.83333300,4.13333300,Adres
3227,Oudenhoorn,,Bernisse,Zuid-Holland,0181,51.83333300,4.20000000,Adres
3230,Brielle,,Brielle,Zuid-Holland,0181,51.90000000,4.16666700,Postbus
3231,Brielle,,Brielle,Zuid-Holland,0181,51.90000000,4.16666700,Adres
3232,Brielle,,Brielle,Zuid-Holland,0181,51.90000000,4.16666700,Adres
3233,Oostvoorne,,Westvoorne,Zuid-Holland,0181,51.91666700,4.10000000,Adres + Postbus
3234,Tinte,,Westvoorne,Zuid-Holland,0181,51.88333300,4.13333300,Adres
3235,Rockanje,,Westvoorne,Zuid-Holland,0181,51.86666700,4.06666700,Adres + Postbus
3237,Vierpolders,,Brielle,Zuid-Holland,0181,51.88333300,4.18333300,Adres
3238,Zwartewaal,,Brielle,Zuid-Holland,0181,51.88333300,4.23333300,Adres
3240,Middelharnis,,Middelharnis,Zuid-Holland,0187,51.75000000,4.16666700,Postbus
3241,Middelharnis,,Middelharnis,Zuid-Holland,0187,51.75000000,4.16666700,Adres
3243,Stad aan 't Haringvliet,STAD AH HARINGVL,Middelharnis,Zuid-Holland,0187,51.74013000,4.24399000,Adres
3244,Nieuwe-Tonge,NIEUWE TONGE,Middelharnis,Zuid-Holland,0187,51.71666700,4.16666700,Adres + Postbus
3245,Sommelsdijk,SOMMELSDYK,Middelharnis,Zuid-Holland,0187,51.76666700,4.15000000,Adres
3247,Dirksland,,Dirksland,Zuid-Holland,0187,51.75000000,4.10000000,Adres + Postbus
3248,Melissant,,Dirksland,Zuid-Holland,0187,51.76666700,4.06666700,Adres + Postbus
3249,Herkingen,,Dirksland,Zuid-Holland,0187,51.71666700,4.08333300,Adres
3250,Stellendam,,Goedereede,Zuid-Holland,0187,51.80000000,4.03333300,Postbus
3251,Stellendam,,Goedereede,Zuid-Holland,0187,51.80000000,4.03333300,Adres
3252,Goedereede,,Goedereede,Zuid-Holland,0187,51.81666700,3.98333300,Adres + Postbus
3253,Ouddorp,,Goedereede,Zuid-Holland,0187,51.81666700,3.93333300,Adres + Postbus
3255,Oude-Tonge,OUDE TONGE,Oostflakkee,Zuid-Holland,0187,51.68333300,4.21666700,Adres + Postbus
3256,Achthuizen,,Oostflakkee,Zuid-Holland,0187,51.68333300,4.28333300,Adres
3257,Ooltgensplaat,,Oostflakkee,Zuid-Holland,0187,51.68333300,4.35000000,Adres + Postbus
3258,Den Bommel,,Oostflakkee,Zuid-Holland,0187,51.71666700,4.28333300,Adres + Postbus
3260,Oud-Beijerland,OUD BEYERLAND,Oud-Beijerland,Zuid-Holland,0186,51.83333300,4.41666700,Postbus
3261,Oud-Beijerland,OUD BEYERLAND,Oud-Beijerland,Zuid-Holland,0186,51.83333300,4.41666700,Adres
3262,Oud-Beijerland,OUD BEYERLAND,Oud-Beijerland,Zuid-Holland,0186,51.83333300,4.41666700,Adres
3263,Oud-Beijerland,OUD BEYERLAND,Oud-Beijerland,Zuid-Holland,0186,51.83333300,4.41666700,Adres
3264,Nieuw-Beijerland,NIEUW BEYERLAND,Korendijk,Zuid-Holland,0186,51.81666700,4.33333300,Adres + Postbus
3265,Piershil,,Korendijk,Zuid-Holland,0186,51.80000000,4.31666700,Adres + Postbus
3267,Goudswaard,,Korendijk,Zuid-Holland,0186,51.80000000,4.28333300,Adres
3270,Mijnsheerenland,MYNSHEERENLAND,Binnenmaas,Zuid-Holland,0186,51.80000000,4.48333300,Postbus
3271,Mijnsheerenland,MYNSHEERENLAND,Binnenmaas,Zuid-Holland,0186,51.80000000,4.48333300,Adres
3273,Westmaas,,Binnenmaas,Zuid-Holland,0186,51.78333300,4.46666700,Adres
3274,Heinenoord,,Binnenmaas,Zuid-Holland,0186,51.83333300,4.48333300,Adres + Postbus
3280,Numansdorp,,Cromstrijen,Zuid-Holland,0186,51.73333300,4.43333300,Postbus
3281,Numansdorp,,Cromstrijen,Zuid-Holland,0186,51.73333300,4.43333300,Adres
3284,Zuid-Beijerland,ZUID BEYERLAND,Korendijk,Zuid-Holland,0186,51.75000000,4.36666700,Adres + Postbus
3286,Klaaswaal,,Cromstrijen,Zuid-Holland,0186,51.76666700,4.45000000,Adres + Postbus
3290,Strijen,STRYEN,Strijen,Zuid-Holland,078,51.74520000,4.55080000,Postbus
3291,Strijen,STRYEN,Strijen,Zuid-Holland,078,51.74520000,4.55080000,Adres
3292,Strijensas,STRYENSAS,Strijen,Zuid-Holland,078,51.71666700,4.58333300,Adres
3293,Mookhoek,,Strijen,Zuid-Holland,078,51.75000000,4.61666700,Adres
3295,'s-Gravendeel,S GRAVENDEEL,Binnenmaas,Zuid-Holland,078,51.77694000,4.61290000,Adres + Postbus
3297,Puttershoek,,Binnenmaas,Zuid-Holland,078,51.80000000,4.56666700,Adres + Postbus
3299,Maasdam,,Binnenmaas,Zuid-Holland,078,51.78333300,4.55000000,Adres + Postbus
3300,Dordrecht,,Dordrecht,Zuid-Holland,078,51.80000000,4.66666700,Postbus
3301,Dordrecht,,Dordrecht,Zuid-Holland,078,51.80000000,4.66666700,Postbus
3311,Dordrecht,,Dordrecht,Zuid-Holland,078,51.80000000,4.66666700,Adres
3312,Dordrecht,,Dordrecht,Zuid-Holland,078,51.80000000,4.66666700,Adres
3313,Dordrecht,,Dordrecht,Zuid-Holland,078,51.80000000,4.66666700,Adres
3314,Dordrecht,,Dordrecht,Zuid-Holland,078,51.80000000,4.66666700,Adres
